ICD-10-WHO_Code,Description,Last_Updated
I664,Occlusion and stenosis of multiple and bilateral cerebral arteries,2020-10-13
I668,Occlusion and stenosis of other cerebral artery,2020-10-13
I669,Occlusion and stenosis of unspecified cerebral artery,2020-10-13
I67,,2020-10-13
I670,"Dissection of cerebral arteries, nonruptured",2020-10-13
I671,"Cerebral aneurysm, nonruptured",2020-10-13
I672,Cerebral atherosclerosis,2020-10-13
I673,Progressive vascular leukoencephalopathy,2020-10-13
I674,Hypertensive encephalopathy,2020-10-13
I675,Moyamoya disease,2020-10-13
I676,Nonpyogenic thrombosis of intracranial venous system,2020-10-13
I677,"Cerebral arteritis, not elsewhere classified",2020-10-13
I678,Other specified cerebrovascular diseases,2020-10-13
I679,"Cerebrovascular disease, unspecified",2020-10-13
I68,,2020-10-13
I680,Cerebral amyloid angiopathy,2020-10-13
I681,Cerebral arteritis in infectious and parasitic diseases classified elsewhere,2020-10-13
I682,Cerebral arteritis in other diseases classified elsewhere,2020-10-13
I688,Other cerebrovascular disorders in diseases classified elsewhere,2020-10-13
I69,,2020-10-13
I690,Sequelae of subarachnoid haemorrhage,2020-10-13
I691,Sequelae of intracerebral haemorrhage,2020-10-13
I692,Sequelae of other nontraumatic intracranial haemorrhage,2020-10-13
I693,Sequelae of cerebral infarction,2020-10-13
I694,"Sequelae of stroke, not specified as haemorrhage or infarction",2020-10-13
I698,Sequelae of other and unspecified cerebrovascular diseases,2020-10-13
I70,,2020-10-13
I700,Atherosclerosis of aorta,2020-10-13
I701,Atherosclerosis of renal artery,2020-10-13
I702,Atherosclerosis of arteries of extremities,2020-10-13
I708,Atherosclerosis of other arteries,2020-10-13
I709,Generalized and unspecified atherosclerosis,2020-10-13
I71,,2020-10-13
I710,Dissection of aorta [any part],2020-10-13
I711,"Thoracic aortic aneurysm, ruptured",2020-10-13
I712,"Thoracic aortic aneurysm, without mention of rupture",2020-10-13
I713,"Abdominal aortic aneurysm, ruptured",2020-10-13
I714,"Abdominal aortic aneurysm, without mention of rupture",2020-10-13
I715,"Thoracoabdominal aortic aneurysm, ruptured",2020-10-13
I716,"Thoracoabdominal aortic aneurysm, without mention of rupture",2020-10-13
I718,"Aortic aneurysm of unspecified site, ruptured",2020-10-13
I719,"Aortic aneurysm of unspecified site, without mention of rupture",2020-10-13
I72,,2020-10-13
I720,Aneurysm and dissection of carotid artery,2020-10-13
I721,Aneurysm and dissection of artery of upper extremity,2020-10-13
I722,Aneurysm and dissection of renal artery,2020-10-13
I723,Aneurysm and dissection of iliac artery,2020-10-13
I724,Aneurysm and dissection of artery of lower extremity,2020-10-13
I725,Aneurysm and dissection of other precerebral arteries,2020-10-13
I726,Aneurysm and dissection of vertebral artery,2020-10-13
I728,Aneurysm and dissection of other specified arteries,2020-10-13
I729,Aneurysm and dissection of unspecified site,2020-10-13
I73,,2020-10-13
I730,Raynaud syndrome,2020-10-13
I731,Thromboangiitis obliterans [Buerger],2020-10-13
I738,Other specified peripheral vascular diseases,2020-10-13
I739,"Peripheral vascular disease, unspecified",2020-10-13
I74,,2020-10-13
I740,Embolism and thrombosis of abdominal aorta,2020-10-13
I741,Embolism and thrombosis of other and unspecified parts of aorta,2020-10-13
I742,Embolism and thrombosis of arteries of upper extremities,2020-10-13
I743,Embolism and thrombosis of arteries of lower extremities,2020-10-13
I744,"Embolism and thrombosis of arteries of extremities, unspecified",2020-10-13
I745,Embolism and thrombosis of iliac artery,2020-10-13
I748,Embolism and thrombosis of other arteries,2020-10-13
I749,Embolism and thrombosis of unspecified artery,2020-10-13
I77,,2020-10-13
I770,"Arteriovenous fistula, acquired",2020-10-13
I771,Stricture of artery,2020-10-13
I772,Rupture of artery,2020-10-13
I773,Arterial fibromuscular dysplasia,2020-10-13
I774,Coeliac artery compression syndrome,2020-10-13
I775,Necrosis of artery,2020-10-13
I776,"Arteritis, unspecified",2020-10-13
I778,Other specified disorders of arteries and arterioles,2020-10-13
I779,"Disorder of arteries and arterioles, unspecified",2020-10-13
I78,,2020-10-13
I780,Hereditary haemorrhagic telangiectasia,2020-10-13
I781,"Naevus, non-neoplastic",2020-10-13
I788,Other diseases of capillaries,2020-10-13
I789,"Disease of capillaries, unspecified",2020-10-13
I79,,2020-10-13
I790,Aneurysm of aorta in diseases classified elsewhere,2020-10-13
I791,Aortitis in diseases classified elsewhere,2020-10-13
I792,Peripheral angiopathy in diseases classified elsewhere,2020-10-13
I798,"Other disorders of arteries, arterioles and capillaries in diseases classified elsewhere",2020-10-13
I80,,2020-10-13
I800,Phlebitis and thrombophlebitis of superficial vessels of lower extremities,2020-10-13
I801,Phlebitis and thrombophlebitis of femoral vein,2020-10-13
I802,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,2020-10-13
I803,"Phlebitis and thrombophlebitis of lower extremities, unspecified",2020-10-13
I808,Phlebitis and thrombophlebitis of other sites,2020-10-13
I809,Phlebitis and thrombophlebitis of unspecified site,2020-10-13
I81,,2020-10-13
I82,,2020-10-13
I820,Budd-Chiari syndrome,2020-10-13
I821,Thrombophlebitis migrans,2020-10-13
I822,Embolism and thrombosis of vena cava,2020-10-13
I823,Embolism and thrombosis of renal vein,2020-10-13
I828,Embolism and thrombosis of other specified veins,2020-10-13
I829,Embolism and thrombosis of unspecified vein,2020-10-13
I83,,2020-10-13
I830,Varicose veins of lower extremities with ulcer,2020-10-13
I831,Varicose veins of lower extremities with inflammation,2020-10-13
I832,Varicose veins of lower extremities with both ulcer and inflammation,2020-10-13
I839,Varicose veins of lower extremities without ulcer or inflammation,2020-10-13
I85,,2020-10-13
I850,Oesophageal varices with bleeding,2020-10-13
I859,Oesophageal varices without bleeding,2020-10-13
I86,,2020-10-13
I860,Sublingual varices,2020-10-13
I861,Scrotal varices,2020-10-13
I862,Pelvic varices,2020-10-13
I863,Vulval varices,2020-10-13
I864,Gastric varices,2020-10-13
I868,Varicose veins of other specified sites,2020-10-13
I87,,2020-10-13
I870,Postthrombotic syndrome,2020-10-13
I871,Compression of vein,2020-10-13
I872,Venous insufficiency (chronic)(peripheral),2020-10-13
I878,Other specified disorders of veins,2020-10-13
I879,"Disorder of vein, unspecified",2020-10-13
I88,,2020-10-13
I880,Nonspecific mesenteric lymphadenitis,2020-10-13
I881,"Chronic lymphadenitis, except mesenteric",2020-10-13
I888,Other nonspecific lymphadenitis,2020-10-13
I889,"Nonspecific lymphadenitis, unspecified",2020-10-13
I89,,2020-10-13
I890,"Lymphoedema, not elsewhere classified",2020-10-13
I891,Lymphangitis,2020-10-13
I898,Other specified noninfective disorders of lymphatic vessels and lymph nodes,2020-10-13
I899,"Noninfective disorder of lymphatic vessels and lymph nodes, unspecified",2020-10-13
I95,,2020-10-13
I950,Idiopathic hypotension,2020-10-13
I951,Orthostatic hypotension,2020-10-13
I952,Hypotension due to drugs,2020-10-13
I958,Other hypotension,2020-10-13
I959,"Hypotension, unspecified",2020-10-13
I97,,2020-10-13
I970,Postcardiotomy syndrome,2020-10-13
I971,Other functional disturbances following cardiac surgery,2020-10-13
I972,Postmastectomy lymphoedema syndrome,2020-10-13
I978,"Other postprocedural disorders of circulatory system, not elsewhere classified",2020-10-13
I979,"Postprocedural disorder of circulatory system, unspecified",2020-10-13
I98,,2020-10-13
I980,Cardiovascular syphilis,2020-10-13
I981,Cardiovascular disorders in other infectious and parasitic diseases classified elsewhere,2020-10-13
I982,Oesophageal varices without bleeding in diseases classified elsewhere,2020-10-13
I983,Oesophageal varices with bleeding in diseases classified elsewhere,2020-10-13
I988,Other specified disorders of circulatory system in diseases classified elsewhere,2020-10-13
I99,,2020-10-13
J00,,2020-10-13
J01,,2020-10-13
J010,Acute maxillary sinusitis,2020-10-13
J011,Acute frontal sinusitis,2020-10-13
J012,Acute ethmoidal sinusitis,2020-10-13
J013,Acute sphenoidal sinusitis,2020-10-13
J014,Acute pansinusitis,2020-10-13
J018,Other acute sinusitis,2020-10-13
J019,"Acute sinusitis, unspecified",2020-10-13
J02,,2020-10-13
J020,Streptococcal pharyngitis,2020-10-13
J028,Acute pharyngitis due to other specified organisms,2020-10-13
J029,"Acute pharyngitis, unspecified",2020-10-13
J03,,2020-10-13
J030,Streptococcal tonsillitis,2020-10-13
J038,Acute tonsillitis due to other specified organisms,2020-10-13
J039,"Acute tonsillitis, unspecified",2020-10-13
J04,,2020-10-13
J040,Acute laryngitis,2020-10-13
J041,Acute tracheitis,2020-10-13
J042,Acute laryngotracheitis,2020-10-13
J05,,2020-10-13
J050,Acute obstructive laryngitis [croup],2020-10-13
J051,Acute epiglottitis,2020-10-13
J06,,2020-10-13
J060,Acute laryngopharyngitis,2020-10-13
J068,Other acute upper respiratory infections of multiple sites,2020-10-13
J069,"Acute upper respiratory infection, unspecified",2020-10-13
J09,,2020-10-13
J10,,2020-10-13
J100,"Influenza with pneumonia, seasonal influenza virus identified",2020-10-13
J101,"Influenza with other respiratory manifestations, seasonal influenza virus identified",2020-10-13
J108,"Influenza with other manifestations, seasonal influenza virus identified",2020-10-13
J11,,2020-10-13
J110,"Influenza with pneumonia, virus not identified",2020-10-13
J111,"Influenza with other respiratory manifestations, virus not identified",2020-10-13
J118,"Influenza with other manifestations, virus not identified",2020-10-13
J12,,2020-10-13
J120,Adenoviral pneumonia,2020-10-13
J121,Respiratory syncytial virus pneumonia,2020-10-13
J122,Parainfluenza virus pneumonia,2020-10-13
J123,Human metapneumovirus pneumonia,2020-10-13
J128,Other viral pneumonia,2020-10-13
J129,"Viral pneumonia, unspecified",2020-10-13
J13,,2020-10-13
J14,,2020-10-13
J15,,2020-10-13
J150,Pneumonia due to Klebsiella pneumoniae,2020-10-13
J151,Pneumonia due to Pseudomonas,2020-10-13
J152,Pneumonia due to staphylococcus,2020-10-13
J153,"Pneumonia due to streptococcus, group B",2020-10-13
J154,Pneumonia due to other streptococci,2020-10-13
J155,Pneumonia due to Escherichia coli,2020-10-13
J156,Pneumonia due to other Gram-negative bacteria,2020-10-13
J157,Pneumonia due to Mycoplasma pneumoniae,2020-10-13
J158,Other bacterial pneumonia,2020-10-13
J159,"Bacterial pneumonia, unspecified",2020-10-13
J16,,2020-10-13
J160,Chlamydial pneumonia,2020-10-13
J168,Pneumonia due to other specified infectious organisms,2020-10-13
J17,,2020-10-13
J170,Pneumonia in bacterial diseases classified elsewhere,2020-10-13
J171,Pneumonia in viral diseases classified elsewhere,2020-10-13
J172,Pneumonia in mycoses,2020-10-13
J173,Pneumonia in parasitic diseases,2020-10-13
J178,Pneumonia in other diseases classified elsewhere,2020-10-13
J18,,2020-10-13
J180,"Bronchopneumonia, unspecified",2020-10-13
J181,"Lobar pneumonia, unspecified",2020-10-13
J182,"Hypostatic pneumonia, unspecified",2020-10-13
J188,"Other pneumonia, organism unspecified",2020-10-13
J189,"Pneumonia, unspecified",2020-10-13
J20,,2020-10-13
J200,Acute bronchitis due to Mycoplasma pneumoniae,2020-10-13
J201,Acute bronchitis due to Haemophilus influenzae,2020-10-13
J202,Acute bronchitis due to streptococcus,2020-10-13
J203,Acute bronchitis due to coxsackievirus,2020-10-13
J204,Acute bronchitis due to parainfluenza virus,2020-10-13
J205,Acute bronchitis due to respiratory syncytial virus,2020-10-13
J206,Acute bronchitis due to rhinovirus,2020-10-13
J207,Acute bronchitis due to echovirus,2020-10-13
J208,Acute bronchitis due to other specified organisms,2020-10-13
J209,"Acute bronchitis, unspecified",2020-10-13
J21,,2020-10-13
J210,Acute bronchiolitis due to respiratory syncytial virus,2020-10-13
J211,Acute bronchiolitis due to human metapneumovirus,2020-10-13
J218,Acute bronchiolitis due to other specified organisms,2020-10-13
J219,"Acute bronchiolitis, unspecified",2020-10-13
J22,,2020-10-13
J30,,2020-10-13
J300,Vasomotor rhinitis,2020-10-13
J301,Allergic rhinitis due to pollen,2020-10-13
J302,Other seasonal allergic rhinitis,2020-10-13
J303,Other allergic rhinitis,2020-10-13
J304,"Allergic rhinitis, unspecified",2020-10-13
J31,,2020-10-13
J310,Chronic rhinitis,2020-10-13
J311,Chronic nasopharyngitis,2020-10-13
J312,Chronic pharyngitis,2020-10-13
J32,,2020-10-13
J320,Chronic maxillary sinusitis,2020-10-13
J321,Chronic frontal sinusitis,2020-10-13
J322,Chronic ethmoidal sinusitis,2020-10-13
J323,Chronic sphenoidal sinusitis,2020-10-13
J324,Chronic pansinusitis,2020-10-13
J328,Other chronic sinusitis,2020-10-13
J329,"Chronic sinusitis, unspecified",2020-10-13
J33,,2020-10-13
J330,Polyp of nasal cavity,2020-10-13
J331,Polypoid sinus degeneration,2020-10-13
J338,Other polyp of sinus,2020-10-13
J339,"Nasal polyp, unspecified",2020-10-13
J34,,2020-10-13
J340,"Abscess, furuncle and carbuncle of nose",2020-10-13
J341,Cyst and mucocele of nose and nasal sinus,2020-10-13
J342,Deviated nasal septum,2020-10-13
J343,Hypertrophy of nasal turbinates,2020-10-13
J348,Other specified disorders of nose and nasal sinuses,2020-10-13
J35,,2020-10-13
J350,Chronic tonsillitis,2020-10-13
J351,Hypertrophy of tonsils,2020-10-13
J352,Hypertrophy of adenoids,2020-10-13
J353,Hypertrophy of tonsils with hypertrophy of adenoids,2020-10-13
J358,Other chronic diseases of tonsils and adenoids,2020-10-13
J359,"Chronic disease of tonsils and adenoids, unspecified",2020-10-13
J36,,2020-10-13
J37,,2020-10-13
J370,Chronic laryngitis,2020-10-13
J371,Chronic laryngotracheitis,2020-10-13
J38,,2020-10-13
J380,Paralysis of vocal cords and larynx,2020-10-13
J381,Polyp of vocal cord and larynx,2020-10-13
J382,Nodules of vocal cords,2020-10-13
J383,Other diseases of vocal cords,2020-10-13
J384,Oedema of larynx,2020-10-13
J385,Laryngeal spasm,2020-10-13
J386,Stenosis of larynx,2020-10-13
J387,Other diseases of larynx,2020-10-13
J39,,2020-10-13
J390,Retropharyngeal and parapharyngeal abscess,2020-10-13
J391,Other abscess of pharynx,2020-10-13
J392,Other diseases of pharynx,2020-10-13
J393,"Upper respiratory tract hypersensitivity reaction, site unspecified",2020-10-13
J398,Other specified diseases of upper respiratory tract,2020-10-13
J399,"Disease of upper respiratory tract, unspecified",2020-10-13
J40,,2020-10-13
J41,,2020-10-13
J410,Simple chronic bronchitis,2020-10-13
J411,Mucopurulent chronic bronchitis,2020-10-13
J418,Mixed simple and mucopurulent chronic bronchitis,2020-10-13
J42,,2020-10-13
J43,,2020-10-13
J430,MacLeod syndrome,2020-10-13
J431,Panlobular emphysema,2020-10-13
J432,Centrilobular emphysema,2020-10-13
J438,Other emphysema,2020-10-13
J439,"Emphysema, unspecified",2020-10-13
J44,,2020-10-13
J440,Chronic obstructive pulmonary disease with acute lower respiratory infection,2020-10-13
J441,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",2020-10-13
J448,Other specified chronic obstructive pulmonary disease,2020-10-13
J449,"Chronic obstructive pulmonary disease, unspecified",2020-10-13
J45,,2020-10-13
J450,Predominantly allergic asthma,2020-10-13
J451,Nonallergic asthma,2020-10-13
J458,Mixed asthma,2020-10-13
J459,"Asthma, unspecified",2020-10-13
J46,,2020-10-13
J47,,2020-10-13
J60,,2020-10-13
J61,,2020-10-13
J62,,2020-10-13
J620,Pneumoconiosis due to talc dust,2020-10-13
J628,Pneumoconiosis due to other dust containing silica,2020-10-13
J63,,2020-10-13
J630,Aluminosis (of lung),2020-10-13
J631,Bauxite fibrosis (of lung),2020-10-13
J632,Berylliosis,2020-10-13
J633,Graphite fibrosis (of lung),2020-10-13
J634,Siderosis,2020-10-13
J635,Stannosis,2020-10-13
J638,Pneumoconiosis due to other specified inorganic dusts,2020-10-13
J64,,2020-10-13
J65,,2020-10-13
J66,,2020-10-13
J660,Byssinosis,2020-10-13
J661,Flax-dresser disease,2020-10-13
J662,Cannabinosis,2020-10-13
J668,Airway disease due to other specific organic dusts,2020-10-13
